"統計名：","住民基本台帳人口移動報告 年報（実数）　2020年～"
"表番号：","10"
"表題：","男女，移動前の住所地（都道府県，21大都市）別転入者数－都道府県，市区町村（移動者）（2020年～）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","","/性別 コード","0","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","43000","熊本県","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","44000","大分県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","45000","宮崎県","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","46000","鹿児島県","","6","2","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","47000","沖縄県","","435","209","226"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","00416","21大都市計","","194","106","88"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","01100","札幌市","","5","1","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","04100","仙台市","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","11100","さいたま市","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","12100","千葉市","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","13100","東京都特別区部","","76","41","35"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","14100","横浜市","","17","9","8"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","14130","川崎市","","10","4","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","14150","相模原市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","15100","新潟市","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","22100","静岡市","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","22130","浜松市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","23100","名古屋市","","14","9","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","26100","京都市","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","27100","大阪市","","14","7","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","27140","堺市","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","28100","神戸市","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","33100","岡山市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","34100","広島市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","40100","北九州市","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","40130","福岡市","","19","12","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","43100","熊本市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47311","恩納村","2020000000","2020年","99300","移動前の住所地不詳","","4","2","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","00999","総数","","325","167","158"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","01000","北海道","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","02000","青森県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","03000","岩手県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","04000","宮城県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","05000","秋田県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","06000","山形県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","07000","福島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","08000","茨城県","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","09000","栃木県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","10000","群馬県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","11000","埼玉県","","7","1","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","12000","千葉県","","11","9","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","13000","東京都","","14","9","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","14000","神奈川県","","12","8","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","15000","新潟県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","16000","富山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","17000","石川県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","18000","福井県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","19000","山梨県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","20000","長野県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","21000","岐阜県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","22000","静岡県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","23000","愛知県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","24000","三重県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","25000","滋賀県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","26000","京都府","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","27000","大阪府","","6","2","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","28000","兵庫県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","29000","奈良県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","30000","和歌山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","31000","鳥取県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","32000","島根県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","33000","岡山県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","34000","広島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","35000","山口県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","36000","徳島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","37000","香川県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","38000","愛媛県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","39000","高知県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","40000","福岡県","","7","3","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","41000","佐賀県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","42000","長崎県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","43000","熊本県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","44000","大分県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","45000","宮崎県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","46000","鹿児島県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","47000","沖縄県","","241","122","119"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","00416","21大都市計","","33","16","17"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","01100","札幌市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","04100","仙台市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","11100","さいたま市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","12100","千葉市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","13100","東京都特別区部","","10","6","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","14100","横浜市","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","14130","川崎市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","14150","相模原市","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","15100","新潟市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","22100","静岡市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","22130","浜松市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","23100","名古屋市","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","26100","京都市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","27100","大阪市","","4","0","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","27140","堺市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","28100","神戸市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","33100","岡山市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","34100","広島市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","40100","北九州市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","40130","福岡市","","5","2","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","43100","熊本市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2021000000","2021年","99300","移動前の住所地不詳","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","00999","総数","","297","141","156"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","01000","北海道","","7","6","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","02000","青森県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","03000","岩手県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","04000","宮城県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","05000","秋田県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","06000","山形県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","07000","福島県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","08000","茨城県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","09000","栃木県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","10000","群馬県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","11000","埼玉県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","12000","千葉県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","13000","東京都","","12","6","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","14000","神奈川県","","5","2","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","15000","新潟県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","16000","富山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","17000","石川県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","18000","福井県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","19000","山梨県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","20000","長野県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","21000","岐阜県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","22000","静岡県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","23000","愛知県","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","24000","三重県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","25000","滋賀県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","26000","京都府","","6","2","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","27000","大阪府","","5","1","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","28000","兵庫県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","29000","奈良県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","30000","和歌山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","31000","鳥取県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","32000","島根県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","33000","岡山県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","34000","広島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","35000","山口県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","36000","徳島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","37000","香川県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","38000","愛媛県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","39000","高知県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","40000","福岡県","","6","3","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","41000","佐賀県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","42000","長崎県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","43000","熊本県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","44000","大分県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","45000","宮崎県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","46000","鹿児島県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","47000","沖縄県","","225","103","122"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","00416","21大都市計","","36","15","21"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","01100","札幌市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","04100","仙台市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","11100","さいたま市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","12100","千葉市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","13100","東京都特別区部","","10","5","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","14100","横浜市","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","14130","川崎市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","14150","相模原市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","15100","新潟市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","22100","静岡市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","22130","浜松市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","23100","名古屋市","","4","2","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","26100","京都市","","6","2","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","27100","大阪市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","27140","堺市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","28100","神戸市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","33100","岡山市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","34100","広島市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","40100","北九州市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","40130","福岡市","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","43100","熊本市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47313","宜野座村","2020000000","2020年","99300","移動前の住所地不詳","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","00999","総数","","546","304","242"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","01000","北海道","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","02000","青森県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","03000","岩手県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","04000","宮城県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","05000","秋田県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","06000","山形県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","07000","福島県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","08000","茨城県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","09000","栃木県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","10000","群馬県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","11000","埼玉県","","10","5","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","12000","千葉県","","12","5","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","13000","東京都","","42","22","20"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","14000","神奈川県","","15","9","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","15000","新潟県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","16000","富山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","17000","石川県","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","18000","福井県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","19000","山梨県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","20000","長野県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","21000","岐阜県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","22000","静岡県","","5","4","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","23000","愛知県","","9","7","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","24000","三重県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","25000","滋賀県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","26000","京都府","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","27000","大阪府","","8","2","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","28000","兵庫県","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","29000","奈良県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","30000","和歌山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","31000","鳥取県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","32000","島根県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","33000","岡山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","34000","広島県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","35000","山口県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","36000","徳島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","37000","香川県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","38000","愛媛県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","39000","高知県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","40000","福岡県","","11","5","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","41000","佐賀県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","42000","長崎県","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","43000","熊本県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","44000","大分県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","45000","宮崎県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","46000","鹿児島県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","47000","沖縄県","","394","219","175"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","00416","21大都市計","","73","37","36"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","01100","札幌市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","04100","仙台市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","11100","さいたま市","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","12100","千葉市","","3","0","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","13100","東京都特別区部","","36","18","18"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","14100","横浜市","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","14130","川崎市","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","14150","相模原市","","1","0","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","15100","新潟市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","22100","静岡市","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","22130","浜松市","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","23100","名古屋市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47314","金武町","2021000000","2021年","26100","京都市","","0","0","0"
